,Adm1code,adm1_fr,adm1_ht,adm2code,adm2_en,adm2_fr,adm3code,adm3_en,adm3_fr,Institution name,Catégorie,Institution_Type,Institution_Code,LatDD,LongDD
349,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-01,1re Section Liancourt,1re Section Liancourt,Disp. de Desmarreaux,Dispensaire,Public,911622,,
350,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-01,1re Section Liancourt,1re Section Liancourt,Immaculée Conception,HD,Public,911300,19.93525,-72.832282
351,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-01,1re Section Liancourt,1re Section Liancourt,Poste Métier,Dispensaire,Public,911503,19.885769,-72.92198
352,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-01,1re Section Liancourt,1re Section Liancourt,Baie des Moustiques,Dispensaire,Public,911504,19.903339,-72.962038
353,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-01,1re Section Liancourt,1re Section Liancourt,Passe Catabois,Dispensaire,Public,911505,19.829337,-72.940058
354,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-01,1re Section Liancourt,1re Section Liancourt,Soleil,Dispensaire,Privé à but lucratif,911309,19.94617,-72.823546
355,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-01,1re Section Liancourt,1re Section Liancourt,Fatima la Coupe,Dispensaire,Privé à but lucratif,911311,19.929234,-72.823377
356,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-02,2e Section Belanger,2e Section Belanger,Beraca,Hôpital,Privé à but non lucratif,911114,19.944935,-72.774933
357,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-02,2e Section Belanger,2e Section Belanger,Dispensaire Monfort,Dispensaire,Privé à but non lucratif,911315,19.851856,-72.911695
358,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-02,2e Section Belanger,2e Section Belanger,FOSREF Jeune,CSL,Privé à but non lucratif,911319,,
359,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-02,2e Section Belanger,2e Section Belanger,Foison,Dispensaire,Privé à but lucratif,911607,19.851856,-72.911695
360,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-02,2e Section Belanger,2e Section Belanger,CS Communale de l’Étoile (NF),CSL,Public,911323,,
361,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-02,2e Section Belanger,2e Section Belanger,Hopital Notre Dame des Palmistes,HCR,Mixte,911101,20.019014,-72.724689
362,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-02,2e Section Belanger,2e Section Belanger,La Vallée,Dispensaire,Public,912201,20.038184,-72.864207
363,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-02,2e Section Belanger,2e Section Belanger,Mare Rouge 1,Dispensaire,Privé à but non lucratif,912203,20.036529,-72.791197
364,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-02,2e Section Belanger,2e Section Belanger,Marie Curie,CAL,Mixte,912204,20.044701,-72.788635
365,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-02,2e Section Belanger,2e Section Belanger,CS Harry Bordes,CSL,Privé à but lucratif,912206,,
366,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-02,2e Section Belanger,2e Section Belanger,Aux Plaines,Dispensaire,Mixte,912107,20.010514,-72.663548
367,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-02,2e Section Belanger,2e Section Belanger,Montry/Méance,Dispensaire,Mixte,912202,20.033472,-72.808298
368,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-03,3e Section Guillaume Moge (Quartier de Desarmes),3e Section Guillaume Moge (Quartier de Desarmes),Dity,Dispensaire,Public,922102,19.845725,-72.613725
369,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-03,3e Section Guillaume Moge (Quartier de Desarmes),3e Section Guillaume Moge (Quartier de Desarmes),Côtes-de-Fer,Dispensaire,Public,922303,19.875184,-72.617726
370,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-03,3e Section Guillaume Moge (Quartier de Desarmes),3e Section Guillaume Moge (Quartier de Desarmes),Anse-à-Foleur,CAL,Public,922301,19.891953,-72.617587
371,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-03,3e Section Guillaume Moge (Quartier de Desarmes),3e Section Guillaume Moge (Quartier de Desarmes),Dupont,Dispensaire,Public,922104,19.852532,-72.654625
372,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-03,3e Section Guillaume Moge (Quartier de Desarmes),3e Section Guillaume Moge (Quartier de Desarmes),HEB,CAL,Public,933101,,
373,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-03,3e Section Guillaume Moge (Quartier de Desarmes),3e Section Guillaume Moge (Quartier de Desarmes),Rochefort,Dispensaire,Public,933202,19.699323,-73.380329
374,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-03,3e Section Guillaume Moge (Quartier de Desarmes),3e Section Guillaume Moge (Quartier de Desarmes),Mont des Oliviers,Dispensaire,Public,933203,19.694485,-73.368798
375,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-03,3e Section Guillaume Moge (Quartier de Desarmes),3e Section Guillaume Moge (Quartier de Desarmes),Crève,Dispensaire,Public,933306,,
376,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-03,3e Section Guillaume Moge (Quartier de Desarmes),3e Section Guillaume Moge (Quartier de Desarmes),Plateforme,Dispensaire,Privé à but lucratif,933104,19.691051,-73.347442
377,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-03,3e Section Guillaume Moge (Quartier de Desarmes),3e Section Guillaume Moge (Quartier de Desarmes),Desforges (NF),Dispensaire,Privé à but lucratif,933205,19.706012,-73.393807
378,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-03,3e Section Guillaume Moge (Quartier de Desarmes),3e Section Guillaume Moge (Quartier de Desarmes),Hôpital Saint-Joseph,Hôpital,Privé à but non lucratif,111622,18.5366,-72.3275
379,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-03,3e Section Guillaume Moge (Quartier de Desarmes),3e Section Guillaume Moge (Quartier de Desarmes),Renaissance,CSL,Public,111627,18.548523,-72.339518
380,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-04,4e Section Desarmes (Quartier de Desarmes),4e Section Desarmes (Quartier de Desarmes),APROSIFA,CSL,Privé à but non lucratif,111628,18.525922,-72.335068
381,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-04,4e Section Desarmes (Quartier de Desarmes),4e Section Desarmes (Quartier de Desarmes),Centre de santé Sainte Elizabeth,CSL,Privé à but lucratif,111629,18.524655,-72.340105
382,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-04,4e Section Desarmes (Quartier de Desarmes),4e Section Desarmes (Quartier de Desarmes),Centre de santé Kay Timoun,CSL,Privé à but non lucratif,111630,18.525922,-72.335068
383,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-04,4e Section Desarmes (Quartier de Desarmes),4e Section Desarmes (Quartier de Desarmes),Centres GHESKIO,CSL,Privé à but non lucratif,111634,18.537206,-72.349662
384,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-04,4e Section Desarmes (Quartier de Desarmes),4e Section Desarmes (Quartier de Desarmes),Hôpital Saint-Esprit,Hôpital,Privé à but lucratif,111641,18.525922,-72.335068
385,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-04,4e Section Desarmes (Quartier de Desarmes),4e Section Desarmes (Quartier de Desarmes),Maternité UMO,Hôpital,Privé à but lucratif,111643,18.525922,-72.335068
386,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-04,4e Section Desarmes (Quartier de Desarmes),4e Section Desarmes (Quartier de Desarmes),FOSREF,CSL,Privé à but lucratif,111645,18.544783,-72.334955
387,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-04,4e Section Desarmes (Quartier de Desarmes),4e Section Desarmes (Quartier de Desarmes),FOSREF,CSL,Privé à but lucratif,111645,18.543035,-72.344838
388,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-04,4e Section Desarmes (Quartier de Desarmes),4e Section Desarmes (Quartier de Desarmes),FOSREF,CSL,Privé à but lucratif,111645,18.531966,-72.337294
389,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-04,4e Section Desarmes (Quartier de Desarmes),4e Section Desarmes (Quartier de Desarmes),Maternité de Christ-roi,Hôpital,Privé à but lucratif,111646,18.525922,-72.335068
390,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-04,4e Section Desarmes (Quartier de Desarmes),4e Section Desarmes (Quartier de Desarmes),CS Cité Canada (Haut Turgeau),CSL,Mixte,111647,18.525922,-72.335068
391,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-04,4e Section Desarmes (Quartier de Desarmes),4e Section Desarmes (Quartier de Desarmes),Institut FAME PEREO,CSL,Mixte,111655,18.5437,-72.321576
392,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-05,5e Section Bastien,5e Section Bastien,Hôpital Medimax,Hôpital,Privé à but lucratif,111656,18.530389,-72.336854
393,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-05,5e Section Bastien,5e Section Bastien,Hôpital St Louis,Hôpital,Privé à but non lucratif,111659,,
394,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-05,5e Section Bastien,5e Section Bastien,Centre de santé St Antoine,CSL,Privé à but lucratif,111606,18.525922,-72.335068
395,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-05,5e Section Bastien,5e Section Bastien,Centre de santé Aurore du Bel Air,CSL,Public,111602,18.525922,-72.335068
396,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-05,5e Section Bastien,5e Section Bastien,Centre de santé Béthanie,CSL,Privé à but lucratif,111635,18.525922,-72.335068
397,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-05,5e Section Bastien,5e Section Bastien,Centre de Santé ACDEF Mapou,CSL,Privé à but non lucratif,,18.525922,-72.335068
398,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-05,5e Section Bastien,5e Section Bastien,Centre de Santé SOFA,CSL,Privé à but lucratif,,18.525922,-72.335068
399,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-05,5e Section Bastien,5e Section Bastien,Centre de santé de Trou Sable,CSL,Privé à but lucratif,,18.525922,-72.335068
400,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-05,5e Section Bastien,5e Section Bastien,CS Bas Fond Philomène Delmas 32,CAL,Privé à but lucratif,112102,,
401,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-05,5e Section Bastien,5e Section Bastien,Citymed de Delmas,Hôpital,Privé à but lucratif,112105,18.570417,-72.291467
402,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-05,5e Section Bastien,5e Section Bastien,CS commun. Chrétienne Fleuriot T.,CSL,Privé à but non lucratif,112107,,
403,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-05,5e Section Bastien,5e Section Bastien,Hôpital Grace Children,Hôpital,Mixte,112108,18.559745,-72.301831
404,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,Hôpital Isaïe Jeanty,HU,Public,112117,,
405,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,Hôpital de l’OFATMA,Hôpital,Public,112123,18.566944,-72.325277
406,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,CS de Petite Place Cazeau,CSL,Public,112124,18.571,-72.279
407,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,Centre de santé St Paul,CSL,Privé à but non lucratif,112127,18.543554,-72.305607
408,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,Bernard Mews,Hôpital,Privé à but lucratif,112128,18.55018,-72.310213
409,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,CS Fontaine,CAL,Privé à but non lucratif,112131,18.570417,-72.291467
410,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,Centre de santé St Martin 1,CSL,Public,112125,,
411,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,Clinique Commun. Barthelmy,CSL,Privé à but lucratif,112138,,
412,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,Maison la Santé Delmas,CSL,Privé à but non lucratif,112150,,
413,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,Centre Médico-Social de la Saline,CSL,Mixte,112104,18.549677,-72.295541
414,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,Clinique Santé pour Tous,CSL,Privé à but lucratif,112151,,
415,HT05,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,Peace’s Hospital,CSL,Privé à but non lucratif,112144,,
416,HT05,Artibonite,Latibonit,HT0533,La Chapelle,La Chapelle,HT0533-01,1re Section Martineau,1re Section Martineau,Clinique St Jude,CSL,Privé à but lucratif,112152,,
417,HT05,Artibonite,Latibonit,HT0533,La Chapelle,La Chapelle,HT0533-02,2e Section Bossous,2e Section Bossous,Rapha clinique médicale,CSL,Privé à but non lucratif,112153,,
418,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,MSF Hollande,Hôpital,Privé à but non lucratif,112154,,
419,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Hôpital de Delmas 33,HU,Public,112106,18.553268,-72.321966
420,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Hôpital Espoir,Hôpital,Privé à but lucratif,112109,18.541257,-72.278946
421,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Hôpital Jude Anne (DASH),Hôpital,Privé à but non lucratif,112112,18.570417,-72.291467
422,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,CPFO,CSL,Privé à but non lucratif,112114,18.570417,-72.291467
423,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,FONDEFH,CAL,Privé à but non lucratif,112116,18.570417,-72.291467
424,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Haiti Med (Siclair),CSL,Privé à but non lucratif,112118,,
425,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Centre de Sante Dieu qui donne,CAL,Privé à but lucratif,112139,18.570417,-72.291467
426,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Hôpital Medicare,Hôpital,Privé à but non lucratif,112143,,
427,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Food for the Poor,CSL,Privé à but non lucratif,112146,18.541523,-72.397757
428,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,FOSREF,CSL,Privé à but non lucratif,112147,18.544118,-72.31605
429,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,FOSREF,CSL,Privé à but non lucratif,112147,18.554722,-72.311188
430,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Hôpital DASH Delmas 48,Hôpital,Privé à but non lucratif,112111,18.53852,-72.29539
431,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,FOSREF Christ Roi,CSL,Privé à but lucratif,112155,18.544118,-72.31605
432,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Hôpital Missionnaires de la Charité,CAL,Privé à but lucratif,112156,,
433,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Centre de santé Armée du Salut,CSL,Privé à but lucratif,112101,18.570417,-72.291467
434,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Centre de Santé de l’Harmonie,CSL,Privé à but lucratif,112157,,
435,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,CS Delmas 30,CSL,Privé à but lucratif,112103,18.570417,-72.291467
436,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Centre de santé Solidarité,CSL,Privé à but lucratif,112110,18.570417,-72.291467
437,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Centre de Santé Saint-Jean,CSL,Public,112122,18.570417,-72.291467
438,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Centre de Santé Saint-Martin II,CSL,Public,112126,18.570417,-72.291467
439,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Centre Médico Social de Delmas,CSL,Privé à but lucratif,112145,18.549677,-72.295541
440,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Hôpital St François de Cazeau,HCR,Privé à but lucratif,112149,18.55603,-72.28174
441,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Centre de santé Croix des Missions,CSL,Public,112158,18.570417,-72.291467
442,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Centre de santé Maïs Gâté,CSL,Privé à but lucratif,112159,18.573096,-72.297123
443,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Clinique Pré et Post natale,CSL,Privé à but lucratif,1131136,,
444,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Centre Médico-Social Rivière Froide,CSL,Mixte,1131004,18.518356,-72.412601
445,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,CS Béthel Mahotière 81,CSL,Privé à but non lucratif,1131005,18.466024,-72.411097
446,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Disp. la Main Tendue de Bertin,CSL,Mixte,1131108,18.528645,-72.412162
447,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Dispensaire ASCOSADEC,CSL,Mixte,1131015,18.466024,-72.411097
448,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,CS OMES,CSL,Mixte,1131017,18.466024,-72.411097
449,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,CS Mère Térésa,CAL,Privé à but lucratif,1131018,18.466024,-72.411097
450,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,CS communauté Frères Unis (NF),CAL,Mixte,1131020,,
451,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,ASAD,CAL,Privé à but lucratif,1131031,18.466024,-72.411097
452,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Grace Medical Center,CSL,Mixte,1131132,,
453,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Clinique Mennomite,CSL,Privé à but lucratif,1131027,18.466024,-72.411097
454,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Centre de Santé Tikajou,CSL,Public,1131037,,
455,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Centre de Santé de Malanga,CSL,Privé à but lucratif,1132138,,
456,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Centre de santé Laval,Dispensaire,Public,1132239,18.443451,-72.410375
457,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Centre Hospitalier de Carrefour,Hôpital,Privé à but lucratif,1131040,,
458,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Centre de santé Shekinah,CSL,Public,1131041,18.466024,-72.411097
459,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Centre de santé Midha,CSL,Privé à but lucratif,1131142,,
460,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Centre de Santé Médical de Thor,CSL,Privé à but lucratif,1131043,,
461,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Centre de santé Procy Chauffard,CSL,Privé à but lucratif,1131644,,
462,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Centre de santé Bethesda,CSL,Privé à but non lucratif,1131045,18.530665,-72.411279
463,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Centre de santé de Chauffard,Dispensaire,Privé à but non lucratif,1131046,,
464,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Centre FOSREF,CSL,Privé à but non lucratif,1131747,18.532115,-72.388735
465,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Hôp Alive Clinic,CSL,Privé à but non lucratif,1131148,18.466024,-72.411097
466,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Centre de santé Moula,CSL,Privé à but non lucratif,1131149,,
467,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Centre médical de Paloma,CAL,Privé à but lucratif,1131150,,
468,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,CS FONDEFH Bizoton 61,CAL,Privé à but lucratif,1131001,,
469,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Hôpital de Carrefour,HCR,Public,1131003,18.538261,-72.407454
470,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Hôpital Adventiste d’Haïti (HAH),HU,Privé à but lucratif,1131006,18.531269,-72.386987
471,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,CSL OBCG,CSL,Privé à but lucratif,1131009,18.53781,-72.409411
472,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Dispensaire de Taillefer,Dispensaire,Public,1131611,18.483334,-72.408612
473,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,CS Béthel (Christophe Channel),CSL,Privé à but non lucratif,1131113,,
474,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,CS Multi fonctionnel Sous-Rail,CSL,Mixte,1131014,18.466024,-72.411097
475,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Dispensaire Marie Louise de Jésus,Dispensaire,Privé à but non lucratif,1131121,18.540028,-72.420388
476,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Centre Médical de Bertin,CSL,Privé à but lucratif,1131126,,
477,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,CS Haiti Saint Rock Foundation,CSL,Privé à but lucratif,1131534,18.466024,-72.411097
478,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Centre de Santé Hands of Love,CSL,Privé à but non lucratif,113919,18.531622,-72.375261
479,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Centre de santé Berekia,CSL,Privé à but lucratif,1131030,,
480,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,CS Communautaire A.J.RAS,CSL,Privé à but non lucratif,,,
481,HT05,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Centre Cookson Hills,CSL,Privé à but lucratif,,18.466024,-72.411097
